UserID,realtionship_status,industry,genre,targeted_sex,average_runtime(minutes_per_week),airtime,airlocation,ratings,expensive,money_back_guarantee,netgain
UI_21250,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_23524,Married-civ-spouse,Pharma,Comedy,Male,48,Primetime,United-States,0.09844101,Low,No,1
UI_20095,Never-married,Entertainment,Infomercial,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_15212,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,Yes,0
UI_24708,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,1
UI_62,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672000000002,High,No,0
UI_143,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,Yes,1
UI_9875,Married-civ-spouse,Pharma,Comedy,Male,50,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_8125,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,Yes,1
UI_9692,Divorced,Auto,Comedy,Female,55,Primetime,United-States,0.027464672000000002,High,No,0
UI_455,Never-married,Political,Comedy,Female,8,Morning,United-States,0.027464672000000002,High,No,0
UI_2573,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Medium,No,1
UI_4795,Never-married,ClassAction,Infomercial,Male,35,Morning,United-States,0.027464672000000002,Low,No,0
UI_21940,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,No,0
UI_6663,Never-married,Auto,Comedy,Male,50,Primetime,United-States,0.027464672000000002,High,No,0
UI_12842,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_2134,Never-married,Auto,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,No,0
UI_13924,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Medium,No,1
UI_13985,Never-married,Political,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_6618,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,1
UI_16163,Never-married,Auto,Infomercial,Female,40,Morning,United-States,0.027464672000000002,Low,No,0
UI_661,Separated,Entertainment,Infomercial,Female,40,Morning,United-States,0.027464672000000002,High,Yes,0
UI_23138,Married-spouse-absent,Entertainment,Comedy,Female,45,Morning,United-States,0.027464672000000002,High,No,0
UI_9373,Married-civ-spouse,Other,Comedy,Female,40,Morning,United-States,0.027464672000000002,High,No,1
UI_23502,Never-married,Auto,Comedy,Male,35,Primetime,United-States,0.027464672000000002,High,Yes,0
UI_24696,Divorced,Auto,Comedy,Male,30,Primetime,United-States,0.027464672000000002,High,No,0
UI_19247,Divorced,Political,Comedy,Male,20,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_990,Married-civ-spouse,Pharma,Comedy,Male,30,Morning,United-States,0.027464672000000002,Medium,No,0
UI_24294,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_10422,Married-civ-spouse,Pharma,Comedy,Male,44,Primetime,United-States,0.027464672000000002,High,No,1
UI_1836,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_3929,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,0
UI_24388,Divorced,Entertainment,Comedy,Female,30,Daytime,United-States,0.027464672000000002,High,Yes,0
UI_6645,Never-married,Auto,Comedy,Male,35,Primetime,United-States,0.027464672000000002,Low,No,0
UI_23562,Married-civ-spouse,Other,Comedy,Female,8,Primetime,United-States,0.027464672000000002,High,Yes,1
UI_1388,Married-civ-spouse,Pharma,Comedy,Male,32,Primetime,United-States,0.027464672000000002,Low,No,0
UI_3769,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.066988903,Low,No,0
UI_22235,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Medium,Yes,0
UI_599,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,High,Yes,0
UI_17603,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.102233936,Low,Yes,1
UI_14092,Married-civ-spouse,Pharma,Comedy,Male,25,Primetime,Philippines,0.027464672000000002,Low,Yes,0
UI_6074,Divorced,Auto,Comedy,Male,45,Primetime,United-States,0.16443791800000002,Low,No,1
UI_7598,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_9809,Married-AF-spouse,Pharma,Comedy,Male,1,Daytime,United-States,0.053266293,Low,Yes,0
UI_25509,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,Yes,1
UI_6033,Widowed,Entertainment,Infomercial,Female,40,Primetime,United-States,0.027464672000000002,High,No,0
UI_19119,Married-spouse-absent,Entertainment,Drama,Female,60,Primetime,Japan,0.027464672000000002,Medium,No,0
UI_3466,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.053091235,Low,Yes,0
UI_25360,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,1
UI_5275,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.102233936,Low,Yes,1
UI_20888,Divorced,Auto,Comedy,Female,40,Daytime,United-States,0.050280579000000006,Low,Yes,0
UI_18741,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.09844101,Low,No,1
UI_12986,Married-civ-spouse,Pharma,Comedy,Male,35,Daytime,United-States,0.027464672000000002,High,No,1
UI_17792,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,No,0
UI_13887,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.027464672000000002,High,Yes,0
UI_21770,Married-civ-spouse,Pharma,Comedy,Male,25,Daytime,United-States,0.027464672000000002,Low,Yes,0
UI_14991,Married-civ-spouse,Pharma,Other,Male,78,Primetime,United-States,0.027464672000000002,Low,Yes,1
UI_10758,Married-civ-spouse,Pharma,Comedy,Male,65,Primetime,United-States,0.027464672000000002,Low,Yes,1
UI_1144,Never-married,ClassAction,Infomercial,Male,75,Morning,United-States,0.027464672000000002,High,No,0
UI_24669,Divorced,Auto,Comedy,Male,45,Morning,United-States,0.027464672000000002,Medium,No,0
UI_22845,Separated,Auto,Comedy,Male,45,Morning,United-States,0.027464672000000002,Low,No,0
UI_6332,Never-married,Auto,Comedy,Female,25,Morning,United-States,0.027464672000000002,Low,No,0
UI_23476,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.166966535,Low,Yes,1
UI_21118,Married-civ-spouse,ClassAction,Comedy,Female,12,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_24608,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_15461,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,0
UI_17639,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672000000002,Low,No,0
UI_25583,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_8022,Never-married,Auto,Comedy,Female,38,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_23688,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,High,No,1
UI_7818,Never-married,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_22840,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672000000002,High,Yes,0
UI_17629,Never-married,ClassAction,Comedy,Female,20,Morning,United-States,0.027464672000000002,Low,No,0
UI_879,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_468,Never-married,Entertainment,Comedy,Male,40,Morning,Italy,0.027464672000000002,High,No,0
UI_19511,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_5537,Never-married,ClassAction,Infomercial,Female,30,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_24723,Widowed,Entertainment,Comedy,Female,30,Primetime,United-States,0.027464672000000002,Low,No,0
UI_5584,Separated,Entertainment,Infomercial,Female,17,Primetime,United-States,0.027464672000000002,High,No,0
UI_21988,Never-married,Political,Comedy,Male,35,Morning,United-States,0.027464672000000002,Medium,No,0
UI_21879,Married-civ-spouse,Other,Comedy,Female,25,Morning,United-States,0.027464672000000002,Low,No,0
UI_12801,Never-married,Political,Infomercial,Male,40,Morning,United-States,0.027464672000000002,Low,No,0
UI_5683,Divorced,Auto,Direct,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_3480,Married-civ-spouse,Other,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_26007,Married-spouse-absent,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_4042,Never-married,Political,Comedy,Male,30,Morning,United-States,0.027464672000000002,High,Yes,0
UI_4685,Never-married,Auto,Comedy,Male,55,Morning,United-States,0.027464672000000002,Medium,No,0
UI_2787,Never-married,Political,Comedy,Male,38,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_7142,Divorced,Entertainment,Comedy,Female,60,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_23651,Divorced,Entertainment,Comedy,Female,38,Primetime,United-States,0.027464672000000002,Low,No,0
UI_19556,Widowed,Entertainment,Comedy,Female,20,Daytime,United-States,0.050115247,High,Yes,0
UI_22861,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,Yes,1
UI_24266,Divorced,Auto,Comedy,Male,30,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_22836,Separated,Auto,Infomercial,Female,40,Primetime,United-States,0.027464672000000002,High,Yes,0
UI_5049,Never-married,Political,Comedy,Male,25,Morning,United-States,0.027464672000000002,Medium,No,0
UI_16272,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_5501,Never-married,Entertainment,Infomercial,Female,40,Primetime,United-States,0.027464672000000002,High,Yes,0
UI_13454,Never-married,Entertainment,Infomercial,Female,40,Morning,United-States,0.027464672000000002,Low,No,0
UI_19538,Separated,Political,Comedy,Male,45,Primetime,United-States,0.027464672000000002,High,Yes,0
UI_9328,Married-civ-spouse,Other,Comedy,Female,45,Primetime,United-States,0.027464672000000002,High,No,1
UI_584,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_22885,Never-married,Auto,Drama,Male,40,Primetime,South,0.027464672000000002,Low,Yes,0
UI_14090,Never-married,Entertainment,Infomercial,Female,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_23654,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_2710,Divorced,Entertainment,Comedy,Female,50,Primetime,Poland,0.027464672000000002,Low,Yes,1
UI_6847,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,1
UI_24242,Never-married,Auto,Comedy,Female,50,Morning,United-States,0.027464672000000002,Low,No,0
UI_23971,Married-civ-spouse,Pharma,Comedy,Male,40,Daytime,International,0.027464672000000002,Low,Yes,0
UI_3242,Married-civ-spouse,Pharma,Drama,Male,40,Primetime,United-States,0.027464672000000002,High,No,1
UI_25741,Divorced,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_1795,Divorced,Entertainment,Comedy,Female,24,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_7583,Married-civ-spouse,Pharma,Comedy,Male,75,Primetime,United-States,0.047936745999999995,High,Yes,0
UI_9607,Married-civ-spouse,Pharma,Infomercial,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_21670,Divorced,Entertainment,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_6657,Married-civ-spouse,Pharma,Drama,Male,20,Primetime,Philippines,1.0,High,Yes,1
UI_9934,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_19874,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_7047,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_15989,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,Yes,1
UI_6943,Never-married,Political,Comedy,Female,16,Morning,United-States,0.027464672000000002,Low,No,0
UI_791,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_2977,Never-married,Auto,Other,Female,35,Primetime,International,0.027464672000000002,Low,Yes,0
UI_20316,Married-civ-spouse,Pharma,Comedy,Male,45,Daytime,Mexico,0.027464672000000002,Low,Yes,1
UI_17160,Divorced,Auto,Comedy,Male,30,Primetime,United-States,0.027464672000000002,High,No,0
UI_23393,Never-married,Auto,Comedy,Male,60,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_5766,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,Poland,0.027464672000000002,Low,No,0
UI_24282,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_15741,Never-married,Auto,Infomercial,Male,15,Morning,United-States,0.027464672000000002,Low,No,0
UI_18222,Never-married,Entertainment,Infomercial,Male,43,Morning,United-States,0.027464672000000002,High,Yes,0
UI_3233,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,No,1
UI_8899,Married-civ-spouse,Pharma,Comedy,Male,53,Primetime,United-States,0.102233936,Low,Yes,1
UI_2194,Never-married,Auto,Infomercial,Female,7,Morning,United-States,0.027464672000000002,Low,No,0
UI_9078,Married-civ-spouse,Pharma,Comedy,Male,50,Morning,United-States,0.027464672000000002,High,Yes,0
UI_2578,Divorced,Auto,Comedy,Male,56,Primetime,United-States,0.027464672000000002,Low,No,0
UI_651,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672000000002,High,No,0
UI_17787,Never-married,Political,Comedy,Female,12,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_24633,Never-married,Auto,Comedy,Male,55,Primetime,United-States,0.027464672000000002,Low,No,0
UI_5450,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,1
UI_13997,Divorced,Auto,Comedy,Male,45,Morning,United-States,0.027464672000000002,Low,No,0
UI_6567,Never-married,Political,Comedy,Male,48,Primetime,Iran,0.027464672000000002,Low,Yes,0
UI_20020,Widowed,Auto,Comedy,Female,10,Daytime,International,0.027464672000000002,High,No,0
UI_204,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_21447,Never-married,Auto,Comedy,Female,50,Primetime,United-States,0.16443791800000002,Low,Yes,1
UI_2905,Never-married,Entertainment,Infomercial,Male,40,Morning,United-States,0.083103975,Low,Yes,0
UI_6190,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,No,0
UI_13344,Married-civ-spouse,Other,Comedy,Female,40,Primetime,United-States,0.027464672000000002,High,No,1
UI_17724,Never-married,Auto,Comedy,Male,50,Morning,United-States,0.027464672000000002,Low,No,0
UI_8524,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_6848,Married-spouse-absent,Political,Comedy,Male,45,Morning,Mexico,0.027464672000000002,Low,No,0
UI_24003,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_25729,Never-married,Auto,Comedy,Female,10,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_15051,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.076218356,Medium,No,0
UI_5771,Divorced,Auto,Comedy,Female,30,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_7257,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_3095,Divorced,Entertainment,Comedy,Male,35,Primetime,United-States,0.027464672000000002,Low,No,0
UI_19782,Never-married,ClassAction,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,No,0
UI_23711,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,1
UI_19496,Married-spouse-absent,Auto,Comedy,Female,45,Primetime,United-States,0.027464672000000002,High,Yes,1
UI_24297,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,High,No,0
UI_20410,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_7994,Married-civ-spouse,Pharma,Comedy,Male,55,Morning,United-States,0.027464672000000002,Medium,No,0
UI_1646,Married-civ-spouse,Other,Comedy,Female,50,Primetime,United-States,0.173579841,High,No,1
UI_18264,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_3453,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_4143,Married-civ-spouse,Pharma,Drama,Male,45,Primetime,India,0.027464672000000002,Low,No,1
UI_19464,Married-civ-spouse,Pharma,Drama,Male,55,Primetime,Vietnam,0.027464672000000002,Low,Yes,0
UI_10502,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_3881,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,No,0
UI_823,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,High,No,1
UI_3445,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_24059,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,1
UI_13760,Widowed,Auto,Drama,Female,8,Daytime,United-States,0.027464672000000002,Low,Yes,0
UI_4555,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
UI_12211,Divorced,Auto,Comedy,Female,35,Primetime,United-States,0.027464672000000002,High,Yes,0
UI_5148,Married-civ-spouse,Pharma,Infomercial,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_14969,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,1.0,Low,Yes,1
UI_19599,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_8748,Married-civ-spouse,Pharma,Comedy,Male,40,Daytime,United-States,0.173579841,Low,Yes,1
UI_24768,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_11988,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.077823055,Low,Yes,1
UI_15716,Never-married,Political,Infomercial,Male,15,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_7057,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_12311,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_16069,Separated,ClassAction,Comedy,Male,24,Daytime,United-States,0.07268801700000001,Low,Yes,0
UI_6009,Never-married,ClassAction,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,No,0
UI_25829,Divorced,Auto,Drama,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
UI_19248,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,1
UI_10945,Married-civ-spouse,Other,Comedy,Female,20,Daytime,United-States,0.027464672000000002,Low,Yes,0
UI_12410,Separated,Political,Comedy,Female,20,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_12632,Divorced,Auto,Comedy,Male,60,Primetime,United-States,0.027464672000000002,High,Yes,0
UI_2671,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_163,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,1
UI_25733,Married-civ-spouse,Pharma,Drama,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
UI_20094,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_13778,Separated,Auto,Comedy,Female,38,Primetime,United-States,0.027464672000000002,Low,No,1
UI_25215,Separated,Political,Infomercial,Female,40,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_18445,Married-spouse-absent,Auto,Comedy,Male,60,Morning,Mexico,0.027464672000000002,High,Yes,0
UI_14064,Separated,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,High,Yes,0
UI_19134,Married-civ-spouse,Pharma,Comedy,Male,48,Primetime,United-States,0.027464672000000002,Low,No,1
UI_9059,Married-civ-spouse,Pharma,Comedy,Male,45,Morning,United-States,0.027464672000000002,Medium,No,0
UI_966,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
